Bank Name:,First National Bank of Omaha
Bank Code:,15545

,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2001-03-31,2000-12-31,2000-09-30,2000-06-30,2000-03-31,1999-12-31,1999-09-30,1999-06-30,1999-03-31,1998-12-31,1998-09-30,1998-06-30,1998-03-31,1997-12-31,1997-09-30,1997-06-30,1997-03-31,1996-12-31,1996-09-30,1996-06-30,1996-03-31,1995-12-31,1995-09-30,1995-06-30,1995-03-31,1994-12-31,1994-09-30,1994-06-30,1994-03-31,1993-12-31,1993-09-30,1993-06-30,1993-03-31,1992-12-31,1992-09-30,1992-06-30,1992-03-31,1991-12-31,1991-09-30,1991-06-30,1991-03-31,1990-12-31,1990-09-30,1990-06-30,1990-03-31,1989-12-31,1989-09-30,1989-06-30,1989-03-31,1988-12-31,1988-09-30,1988-06-30,1988-03-31,1987-12-31,1987-09-30,1987-06-30,1987-03-31,1986-12-31,1986-09-30,1986-06-30,1986-03-31,1985-12-31,1985-09-30,1985-06-30,1985-03-31,1984-12-31,1984-09-30,1984-06-30,1984-03-31
RBCT1J,126952.0,126395.0,125061.0,122503.0,119589.0,116553.0,115339.0,114472.0,113206.0,109047.0,104314.0,98649.0,96813.0,96349.0,95982.0,94424.0,92117.0,90371.0,85206.0,81408.0,80117.0,78494.0,78088.0,77504.0,76797.0,74463.0,73875.0,72266.0,71127.0,69225.0,67815.0,66331.0,64533.0,63676.0,61333.0,59678.0,58126.0,31723.0,30115.0,28630.0,27177.0,24275.0,22965.0,21968.0,20606.0,19338.0,18505.0,17731.0,16684.0,15193.0,14253.0,14115.0,14899.0,10613.0,10685.0,10487.0,10318.0,9379.0,7898.0,7486.0,7412.0,6620.0,6938.0,6164.0,5920.0,5702.0,5439.0,5280.0,5174.0,5148.0,5149.0,4979.0,4862.0,4816.0,4813.0,4727.0,4734.0,4791.0,5785.0,6022.0,5738.0,5857.0,5695.0,5605.0,5564.0,5500.0,5610.0,5451.0,5369.0,5422.0,5418.0,5339.0,4785.0,2487.0,7357.0,7254.0,7184.0,7098.0,6979.0,6841.0,6988.0,6901.0,6669.0,6657.0,6953.0,6855.0,6629.0,6741.0,6678.0,6640.0,6560.0,6394.0,6272.0,6227.0,6122.0,5966.0,5791.0,5686.0,5546.0,5370.0,5252.0,5197.0,5108.0,4906.0,4801.0,4759.0,4665.0,4521.0,4414.0,4322.0,4274.0,4343.0,4232.0,4265.0,4159.0,4020.0,3999.0,4038.0,3944.0,3857.0,3952.0,3827.0,3763.0,3613.0,3729.0,3688.0,3552.0,3438.0,3538.0,3435.0,3387.0,3484.0,3396.0,3522.0,3449.0,3317.0,3241.0,2944.0,2914.0,2945.0,2892.0,3127.0,3056.0,2870.0
P9ASSET,0.0,26.0,26.0,154.0,0.0,0.0,164.0,0.0,0.0,0.0,15.0,0.0,0.0,111.0,0.0,849.0,539.0,0.0,0.0,0.0,0.0,67.0,593.0,0.0,396.0,1006.0,7579.0,4747.0,3195.0,12606.0,6549.0,2305.0,710.0,2795.0,4010.0,4428.0,444.0,74.0,0.0,150.0,150.0,0.0,50.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,456.0,1819.0,1.0,22.0,21.0,33.0,30.0,0.0,0.0,500.0,500.0,2.0,25.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,9.0,4.0,2.0,21.0,0.0,16.0,131.0,149.0,141.0,590.0,748.0,734.0,24.0,11.0,23.0,15.0,93.0,59.0,80.0,305.0,212.0,93.0,190.0,246.0,61.0,157.0,18.0,91.0,31.0,0.0,36.0,87.0,9.0,32.0,25.0,13.0,17.0,0.0,5.0,10.0,5.0,36.0,64.0,14.0,47.0,459.0,303.0,269.0,333.0,80.0,104.0,67.0,5.0,108.0,15.0,149.0,28.0,30.0,28.0,59.0,22.0,26.0,31.0,26.0,16.0,2.0,29.0,14.0,12.0,16.0,3.0,14.0,3.0,0.0,20.0,104.0,53.0,46.0,50.0,10.0,14.0
LNREMULT,56547.0,56445.0,56291.0,55399.0,56783.0,57027.0,54499.0,49647.0,49635.0,49435.0,56753.0,53287.0,45540.0,36243.0,32226.0,19209.0,18219.0,24599.0,22158.0,19984.0,18496.0,17901.0,17630.0,20060.0,20205.0,20362.0,13272.0,12330.0,10357.0,17907.0,16643.0,14789.0,8908.0,9204.0,9885.0,8752.0,9230.0,6046.0,5836.0,5769.0,5450.0,5031.0,5135.0,5449.0,5683.0,5701.0,5952.0,1162.0,1144.0,1129.0,1282.0,1266.0,1255.0,1279.0,1264.0,1045.0,1897.0,1908.0,1260.0,1270.0,1400.0,1400.0,2800.0,2800.0,2800.0,4379.0,4114.0,3695.0,3696.0,3735.0,3697.0,2019.0,1520.0,2306.0,910.0,913.0,913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.0,718.0,723.0,729.0,733.0,738.0,743.0,748.0,752.0,757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,380.0,244.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERT,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0,15545.0
BRO,207376.0,182346.0,182570.0,175978.0,176393.0,177094.0,105341.0,106614.0,73928.0,74531.0,62287.0,62653.0,53344.0,53578.0,52132.0,30237.0,30733.0,29825.0,29825.0,11915.0,71951.0,77616.0,76869.0,78061.0,71299.0,163402.0,176107.0,187861.0,173227.0,215935.0,222601.0,236471.0,210418.0,195787.0,193303.0,207997.0,170161.0,121441.0,119221.0,120910.0,104334.0,96608.0,76549.0,39532.0,41555.0,19924.0,17400.0,18342.0,13096.0,17996.0,17431.0,11795.0,13125.0,6842.0,12087.0,15124.0,16615.0,15754.0,17846.0,15345.0,13447.0,13108.0,14869.0,15685.0,19552.0,15298.0,15229.0,16717.0,14941.0,18457.0,12598.0,12327.0,12617.0,13394.0,7766.0,7057.0,7728.0,6123.0,5824.0,1491.0,2588.0,1096.0,200.0,0.0,0.0,0.0,191.0,291.0,291.0,291.0,391.0,773.0,2262.0,2362.0,3474.0,3983.0,5644.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNRECONS,171883.0,166463.0,162924.0,163490.0,152072.0,150881.0,143911.0,158185.0,147047.0,131715.0,132548.0,112520.0,99193.0,106545.0,97338.0,93768.0,88551.0,78262.0,82100.0,86123.0,75199.0,67135.0,63890.0,70251.0,68206.0,61611.0,61508.0,60312.0,58071.0,63639.0,64170.0,75087.0,61285.0,67039.0,61171.0,56500.0,53958.0,48384.0,49211.0,49667.0,46883.0,43642.0,43327.0,41892.0,35638.0,27702.0,22735.0,27192.0,23453.0,18788.0,13770.0,8804.0,5856.0,4037.0,5137.0,5166.0,4401.0,9725.0,4617.0,3967.0,4910.0,4167.0,4387.0,4120.0,3623.0,3604.0,4746.0,5329.0,5772.0,5658.0,7875.0,6930.0,6679.0,5969.0,6986.0,7248.0,6802.0,4064.0,1840.0,228.0,45.0,157.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,181.0,439.0,243.0,729.0,697.0,685.0,606.0,556.0,533.0,649.0,218.0,123.0,71.0,644.0,715.0,310.0,231.0,268.0,273.0,268.0,351.0,361.0,328.0,265.0,295.0,117.0,91.0,82.0,524.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EQTOT,130633.0,132210.0,128831.0,125570.0,123148.0,116305.0,117597.0,117077.0,113896.0,109135.0,107780.0,106549.0,111699.0,111740.0,111771.0,109564.0,108728.0,107111.0,101676.0,96676.0,95925.0,94709.0,94017.0,92845.0,91425.0,88832.0,88676.0,87178.0,87018.0,85320.0,84169.0,81843.0,79633.0,80898.0,78837.0,76490.0,74161.0,35593.0,33823.0,32563.0,30870.0,27897.0,26733.0,25508.0,24073.0,22838.0,22060.0,21353.0,20312.0,18799.0,17652.0,17483.0,18108.0,13858.0,14005.0,13887.0,13739.0,12694.0,11144.0,10488.0,10375.0,9549.0,9252.0,8250.0,8220.0,8881.0,8898.0,9069.0,8858.0,8746.0,8627.0,8542.0,8402.0,8341.0,8150.0,8180.0,8270.0,8383.0,6343.0,6517.0,6303.0,6474.0,6242.0,6353.0,6324.0,6394.0,6581.0,6429.0,6374.0,6504.0,6524.0,6445.0,6348.0,2587.0,7417.0,7336.0,7199.0,6984.0,6800.0,6668.0,6818.0,6809.0,6595.0,6673.0,6994.0,6899.0,6642.0,6754.0,6688.0,6644.0,6551.0,6377.0,6263.0,6205.0,6093.0,5959.0,5811.0,5700.0,5556.0,5340.0,5167.0,5141.0,5065.0,4926.0,4801.0,4759.0,4665.0,4521.0,4414.0,4322.0,4274.0,4343.0,4232.0,4265.0,4159.0,4020.0,3999.0,4038.0,3944.0,3857.0,3952.0,3827.0,3763.0,3613.0,3729.0,3688.0,3552.0,3438.0,3538.0,3435.0,3387.0,3484.0,3396.0,3522.0,3449.0,3317.0,3241.0,2944.0,2914.0,2946.0,2892.0,3127.0,3056.0,2870.0
ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investment securities,99953.0,102686.0,109650.0,101902.0,105495.0,103918.0,110443.0,111903.0,121746.0,113488.0,125782.0,145343.0,137471.0,159872.0,176340.0,158441.0,110103.0,66353.0,73880.0,75107.0,110666.0,118050.0,77543.0,86122.0,88214.0,90973.0,96633.0,99171.0,103647.0,106508.0,117036.0,147342.0,120918.0,123612.0,136481.0,133527.0,98282.0,46413.0,37582.0,43075.0,31349.0,32205.0,35616.0,39769.0,4402.0,4194.0,4795.0,12532.0,5474.0,5337.0,6604.0,7825.0,8475.0,6904.0,7348.0,17856.0,8061.0,11083.0,14248.0,14132.0,13628.0,14379.0,14689.0,15773.0,12396.0,12926.0,13844.0,11161.0,8563.0,8915.0,9292.0,9800.0,10165.0,10576.0,11105.0,11623.0,12100.0,12807.0,13438.0,14009.0,15263.0,16103.0,17459.0,17210.0,13587.0,12704.0,11438.0,11292.0,7007.0,5315.0,6307.0,6410.0,6704.0,7448.0,8877.0,10936.0,15203.0,15631.0,16224.0,17551.0,17654.0,17299.0,16050.0,14295.0,11708.0,12563.0,12986.0,12720.0,13113.0,12905.0,12337.0,11006.0,10871.0,11009.0,11902.0,12046.0,11482.0,11850.0,12955.0,12993.0,12775.0,11345.0,11048.0,10872.0,11327.0,11826.0,12475.0,11813.0,11035.0,10351.0,9891.0,9090.0,7661.0,6382.0,6861.0,7262.0,6534.0,7332.0,7531.0,7930.0,8329.0,8778.0,9376.0,10209.0,11058.0,12122.0,13161.0,13609.0,15089.0,13849.0,14689.0,15107.0,14697.0,13890.0,13465.0,13368.0,12390.0,10509.0,10310.0,9928.0,9445.0,9975.0,9789.0,9021.0
Investments/Assets,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,11.0,13.0,12.0,15.0,16.0,15.0,11.0,7.0,8.0,8.0,12.0,13.0,9.0,11.0,11.0,11.0,12.0,13.0,13.0,14.0,16.0,19.0,16.0,17.0,19.0,19.0,15.0,14.0,11.0,13.0,10.0,11.0,13.0,15.0,2.0,2.0,2.0,6.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,15.0,7.0,10.0,14.0,15.0,15.0,17.0,17.0,18.0,14.0,15.0,17.0,15.0,11.0,12.0,12.0,14.0,14.0,15.0,16.0,18.0,18.0,20.0,22.0,26.0,27.0,30.0,32.0,32.0,25.0,23.0,22.0,21.0,13.0,10.0,12.0,11.0,10.0,12.0,13.0,15.0,20.0,22.0,24.0,25.0,25.0,26.0,25.0,22.0,20.0,21.0,22.0,21.0,21.0,22.0,21.0,20.0,21.0,22.0,24.0,25.0,25.0,26.0,30.0,29.0,30.0,27.0,27.0,26.0,27.0,30.0,32.0,30.0,29.0,29.0,29.0,27.0,24.0,21.0,23.0,25.0,23.0,27.0,29.0,31.0,33.0,36.0,38.0,43.0,46.0,50.0,55.0,57.0,60.0,57.0,61.0,63.0,63.0,61.0,60.0,65.0,60.0,55.0,55.0,52.0,50.0,53.0,54.0,50.0
Loan-to-Deposit Ratio,111.0,115.0,114.0,113.0,114.0,116.0,123.0,114.0,124.0,116.0,114.0,102.0,104.0,102.0,99.0,102.0,109.0,115.0,115.0,115.0,103.0,102.0,106.0,106.0,109.0,108.0,103.0,101.0,107.0,102.0,95.0,89.0,96.0,98.0,97.0,89.0,95.0,98.0,101.0,98.0,107.0,100.0,103.0,96.0,107.0,117.0,107.0,105.0,115.0,110.0,109.0,103.0,112.0,103.0,105.0,94.0,106.0,104.0,99.0,99.0,107.0,103.0,103.0,92.0,106.0,111.0,100.0,95.0,103.0,99.0,112.0,99.0,103.0,100.0,103.0,97.0,94.0,95.0,93.0,82.0,82.0,79.0,75.0,70.0,79.0,79.0,78.0,74.0,81.0,90.0,88.0,83.0,85.0,84.0,97.0,93.0,96.0,93.0,89.0,81.0,79.0,83.0,74.0,71.0,78.0,80.0,80.0,76.0,76.0,77.0,75.0,71.0,78.0,81.0,77.0,69.0,75.0,73.0,73.0,68.0,74.0,72.0,73.0,70.0,73.0,77.0,73.0,63.0,66.0,70.0,71.0,69.0,72.0,78.0,78.0,76.0,72.0,75.0,72.0,67.0,68.0,67.0,60.0,54.0,52.0,51.0,45.0,42.0,37.0,37.0,36.0,31.0,31.0,30.0,27.0,31.0,29.0,31.0,36.0,42.0,45.0,45.0,43.0,45.0
Brokered Deposits/Total Deposits,19.3,17.7,17.7,17.1,17.5,18.1,11.8,11.5,8.8,8.4,7.0,6.6,5.9,6.0,5.9,3.5,3.9,4.0,4.0,1.7,9.8,10.8,11.4,11.8,11.3,26.1,27.5,28.9,28.3,35.1,34.6,35.6,34.1,32.7,33.9,34.8,30.6,41.8,42.0,42.3,40.2,39.1,33.6,17.0,20.8,11.8,10.2,11.2,8.6,12.4,12.8,9.1,11.2,6.8,12.6,15.5,18.2,18.7,22.5,21.4,20.9,20.9,24.1,23.8,32.6,27.0,25.8,27.6,26.1,31.9,24.4,22.9,24.5,26.2,16.5,14.9,15.8,13.4,12.9,3.5,6.0,2.7,0.5,0.0,0.0,0.0,0.5,0.7,0.7,0.7,0.9,1.7,4.5,4.2,6.0,6.8,9.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borrowings/Assets,8.4,11.0,10.9,9.8,11.4,13.2,18.1,12.4,19.9,14.9,14.4,7.2,7.7,8.1,8.3,8.5,9.6,10.1,11.6,11.8,7.1,7.0,6.6,7.3,9.8,10.3,6.8,5.1,10.9,8.3,2.9,2.8,5.5,7.8,9.8,2.8,3.0,4.5,4.6,4.6,8.5,4.8,8.1,5.1,5.5,9.8,5.2,5.9,10.5,7.6,7.7,4.4,12.6,5.6,6.6,6.6,7.8,10.5,11.2,12.2,19.5,16.8,17.5,14.4,20.1,21.9,16.5,9.1,13.5,10.3,20.2,12.0,16.5,13.8,17.9,14.8,14.2,14.1,14.4,9.2,12.2,11.1,6.4,6.5,8.4,10.4,6.7,6.4,6.6,6.8,6.6,6.1,13.7,5.5,5.4,9.5,14.3,12.1,9.5,8.0,12.0,9.4,3.8,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Non-Owner Occupied Commercial Real Estate/Total Capital,278.0,279.0,278.0,291.0,293.0,302.0,297.0,290.0,281.0,281.0,291.0,284.0,272.0,264.0,250.0,238.0,237.0,217.0,236.0,248.0,229.0,213.0,197.0,210.0,208.0,210.0,198.0,206.0,203.0,208.0,215.0,227.0,201.0,186.0,183.0,182.0,181.0,274.0,312.0,324.0,321.0,328.0,289.0,297.0,289.0,269.0,265.0,245.0,241.0,225.0,189.0,141.0,129.0,152.0,157.0,132.0,131.0,184.0,153.0,152.0,176.0,173.0,195.0,215.0,230.0,232.0,242.0,251.0,264.0,238.0,273.0,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annualized Earnings (Pre-Tax),15062.0,14265.333333333334,12914.0,12116.0,12919.0,13072.0,13612.0,13352.0,17627.0,17772.0,16910.0,15580.0,17319.0,17845.333333333332,19124.0,19936.0,16721.0,16420.0,14140.0,9476.0,10157.0,9737.333333333334,9796.0,9820.0,10224.0,8901.333333333334,9890.0,9328.0,9411.0,8684.0,8304.0,7520.0,10781.0,12062.666666666666,11756.0,11168.0,12000.0,6193.333333333333,6000.0,5916.0,5180.0,5002.666666666667,4804.0,5528.0,3906.0,3824.0,3724.0,4240.0,2066.0,2013.3333333333333,1620.0,1620.0,899.0,822.6666666666667,740.0,680.0,130.0,-41.333333333333336,-28.0,-708.0,826.0,1052.0,1022.0,1040.0,1241.0,1285.3333333333335,1014.0,1140.0,821.0,820.0,820.0,520.0,785.0,788.0,836.0,896.0,408.0,290.66666666666663,1118.0,1940.0,656.0,648.0,682.0,472.0,826.0,494.66666666666663,482.0,404.0,575.0,589.3333333333334,656.0,708.0,-6741.0,-8777.333333333334,504.0,400.0,740.0,784.0,792.0,704.0,438.0,498.6666666666667,108.0,204.0,367.0,445.33333333333337,218.0,740.0,587.0,773.3333333333333,872.0,772.0,752.0,885.3333333333333,974.0,1040.0,860.0,902.6666666666667,928.0,784.0,725.0,797.3333333333333,890.0,564.0,542.0,581.3333333333333,618.0,540.0,287.0,213.33333333333334,176.0,540.0,477.0,564.0,602.0,600.0,491.0,616.0,620.0,596.0,626.0,598.6666666666666,684.0,524.0,601.0,656.0,652.0,592.0,437.0,448.0,422.0,408.0,453.0,517.3333333333334,582.0,540.0,406.0,134.66666666666666,62.0,236.0,0.0,326.66666666666663,386.0,136.0
Annualized Earnings (Tax-Adjusted),14613.0,13808.0,12444.0,11656.0,12563.0,12702.666666666668,13264.0,13064.0,17059.0,17200.0,16334.0,15008.0,16981.0,17530.666666666668,18810.0,19620.0,16407.0,16105.333333333332,13826.0,9160.0,9838.0,9416.0,9518.0,9544.0,9946.0,8624.0,9612.0,9052.0,9097.0,8380.0,8006.0,7212.0,10495.0,11781.333333333334,11478.0,10892.0,11751.0,6061.333333333333,5876.0,5812.0,5071.0,4892.0,4718.0,5444.0,3811.0,3724.0,3614.0,4160.0,1999.0,1954.6666666666665,1566.0,1564.0,871.0,789.3333333333333,706.0,648.0,128.0,-72.0,-56.0,-732.0,796.0,1022.6666666666667,996.0,1012.0,1211.0,1254.6666666666667,984.0,1108.0,793.0,794.6666666666667,796.0,496.0,762.0,764.0,812.0,864.0,398.0,284.0,708.0,1264.0,446.0,421.33333333333337,446.0,352.0,598.0,376.0,370.0,324.0,434.0,442.66666666666663,488.0,520.0,-4404.0,-7594.666666666667,346.0,284.0,466.0,506.66666666666663,522.0,492.0,365.0,369.33333333333337,92.0,136.0,275.0,310.6666666666667,16.0,476.0,406.0,490.66666666666663,576.0,488.0,481.0,581.3333333333333,662.0,696.0,539.0,578.6666666666666,588.0,472.0,451.0,528.0,614.0,420.0,387.0,460.0,502.0,428.0,182.0,120.0,82.0,444.0,313.0,461.3333333333333,480.0,404.0,247.0,381.33333333333337,384.0,420.0,417.0,389.3333333333333,456.0,312.0,391.0,466.66666666666663,428.0,400.0,322.0,292.0,318.0,308.0,317.0,362.66666666666663,416.0,304.0,354.0,76.0,54.0,236.0,0.0,326.66666666666663,220.0,80.0
Allowance/Loans,1.22,0.88,0.53,0.25,1.09,0.84,0.6,0.31,1.63,1.26,0.81,0.39,1.8,1.46,1.06,0.56,1.92,1.4,0.8,0.29,1.31,0.96,0.67,0.34,1.44,0.95,0.73,0.35,1.39,1.0,0.66,0.31,1.77,1.5,1.04,0.51,2.23,1.59,1.02,0.52,1.83,1.48,1.01,0.61,1.78,1.42,0.99,0.6,1.13,0.92,0.53,0.29,0.66,0.57,0.35,0.18,0.13,-0.06,-0.04,-0.26,1.15,1.18,0.79,0.42,1.9,1.5,0.83,0.48,1.34,1.04,0.69,0.23,1.44,1.13,0.84,0.47,0.86,0.49,0.84,0.91,1.25,0.97,0.72,0.29,1.79,0.84,0.57,0.25,1.25,0.89,0.65,0.34,-10.39,-12.0,0.31,0.13,0.84,0.78,0.55,0.27,0.84,0.63,0.11,0.09,0.68,0.55,0.02,0.29,0.98,0.91,0.75,0.35,1.36,1.27,1.01,0.61,1.78,1.5,1.07,0.44,1.68,1.48,1.16,0.41,1.44,1.34,1.02,0.5,0.83,0.41,0.19,0.55,1.57,1.68,1.19,0.54,1.43,1.64,1.21,0.73,2.91,2.16,1.86,0.72,3.81,3.44,2.39,1.19,4.17,2.91,2.19,1.23,5.29,4.85,4.18,1.44,6.96,1.15,0.49,0.89,0.0,3.52,1.69,0.3
Annualized Losses/Loans,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.01,-0.02,0.06,0.08,0.12,0.25,0.01,0.01,0.02,0.1,0.27,0.33,0.37,0.47,0.2,0.28,0.19,0.34,0.4,0.38,0.48,0.43,0.32,0.12,0.18,0.33,0.05,0.01,-0.01,-0.01,0.06,-0.01,-0.01,-0.02,0.01,-0.0,0.09,0.19,0.0,0.02,0.01,0.01,0.15,0.12,0.18,0.04,-0.04,-0.07,-0.11,-0.01,0.27,0.43,-0.03,-0.03,0.02,0.0,0.0,-0.01,-0.01,-0.05,-0.04,-0.06,0.03,-0.06,-0.08,-0.01,-0.03,-0.03,-0.2,-0.25,-0.24,-0.37,-0.51,-0.38,-0.12,0.17,0.05,0.07,-0.69,0.1,-0.02,-0.07,15.28,18.03,0.07,0.04,0.12,0.2,-0.02,-0.15,0.5,0.4,0.32,-0.15,1.03,1.05,1.34,0.12,0.32,0.24,0.0,-0.02,0.07,0.09,-0.12,-0.08,0.15,0.11,-0.7,-0.48,0.35,0.39,0.05,-1.71,0.4,0.54,0.63,1.57,0.52,0.72,1.23,0.66,1.22,-0.04,0.54,2.13,0.33,0.12,0.21,-0.06,0.02,0.27,-0.21,-0.74,0.69,-0.58,-0.65,-1.24,1.43,1.81,3.47,0.64,1.27,2.33,2.45,0.76,4.62,6.95,6.84,1.75,6.87,2.84,-0.52,-0.71
